State,Code,Year,MurderRate,DeathPenalty,Population,EstBlackPercent,UrbanPercent,AvgEducation,EducEquity,AvgIdeology,CitizenIdeology,EliteIdeology,DemUpperControl,DemLowerControl,UnifiedGov
West Virginia,48,1994,5.4000001,0,1822,3.855587,46.900002,12.38268,93,62.150002,63.023201,80.800003,1,1,1
Wisconsin,49,1985,2.8,0,4775,4.3818531,64.199997,12.43445,83,46.27,51.95657,76.044907,1,1,1
Wisconsin,49,1986,3.0999999,0,4784,4.5015821,64.199997,12.51484,83,46.27,47.146389,72.327133,1,1,1
Wisconsin,49,1987,3.5,0,4807,4.6213121,64.199997,12.59522,83,46.27,51.166901,47.188641,1,1,0
Wisconsin,49,1988,3,0,4855,4.7410412,64.199997,12.67561,83,46.27,63.137859,59.98394,1,1,0
Wisconsin,49,1989,3.5999999,0,4857,4.8607712,64.199997,12.75599,83,46.27,50.46653,47.998009,1,1,0
Wisconsin,49,1990,4.5999999,0,4892,4.9805002,67.300003,12.83638,83,46.27,50.101269,47.464291,1,1,0
Wisconsin,49,1991,4.8000002,0,4955,5.1002302,67.300003,12.91727,83,46.27,51.912022,49.239239,1,1,0
Wisconsin,49,1992,4.4000001,0,4997,5.2199588,67.300003,12.99867,83,46.27,57.890461,54.671539,1,1,0
Wisconsin,49,1993,4.4000001,0,5044,5.3396888,67.300003,13.08058,83,46.27,57.003368,45.351021,0.54487169,1,0
Wisconsin,49,1994,4.5,0,5082,5.4594178,67.300003,13.16302,83,46.509998,51.33007,38.919949,0,1,0
Wyoming,50,1985,4.3000002,1,509,0.78502989,62.700001,12.89594,82,38.91,26.338381,38.276569,0,0,0
Wyoming,50,1986,5.3000002,1,507,0.80951327,62.700001,12.95303,82,37.029999,26.467251,37.404888,0,0,0
Wyoming,50,1987,2,1,490,0.83399671,62.700001,13.01013,82,37.029999,30.107981,39.106499,0,0,0
Wyoming,50,1988,2.5,1,479,0.85847998,62.700001,13.06722,82,37.029999,32.71949,41.417511,0,0,0
Wyoming,50,1989,4.4000001,1,458,0.8829633,62.700001,13.12432,82,37.029999,29.981501,37.64983,0,0,0
Wyoming,50,1990,4.9000001,1,454,0.90744668,67.099998,13.18142,82,36.950001,32.46978,37.97855,0,0,0
Wyoming,50,1991,3.3,1,460,0.93193001,67.099998,13.23876,82,36.950001,34.535419,38.71096,0,0,0
Wyoming,50,1992,3.5999999,1,464,0.95641333,67.099998,13.29635,82,36.950001,45.907459,50.18124,0,0,0
Wyoming,50,1993,3.4000001,1,470,0.98089671,67.099998,13.3542,82,36.950001,37.008438,42.529709,0,0,0
Wyoming,50,1994,3.4000001,1,476,1.00538,67.099998,13.4123,82,37.860001,34.18689,39.557011,0,0,0
