"ID","State","MakeArt","Age","Female","White","Black","Asian","Hispanic","Education","Income","HHUnder18"
2428,"WV",0,2,1,0,1,0,0,4,8,0
2437,"IA",0,5,1,1,0,0,0,3,12,0
2438,"GA",0,4,0,1,0,0,0,2,5,0
2442,"FL",0,5,1,0,0,0,0,4,10,0
2450,"AL",0,5,1,0,1,0,0,3,8,0
2458,"PA",0,5,1,1,0,0,0,4,8,0
2463,"CO",NA,5,1,1,0,0,0,3,9,0
2469,"NJ",0,2,1,0,0,0,1,3,9,1
2474,"FL",0,2,1,0,0,0,1,2,2,2
2483,"CO",1,2,0,0,0,0,1,3,3,0
2493,"TN",0,3,1,1,0,0,0,3,6,0
2517,"TX",0,7,0,1,0,0,0,3,10,0
2529,"FL",1,7,1,1,0,0,0,4,10,0
2535,"WA",0,3,1,1,0,0,0,4,7,2
2537,"NJ",0,5,0,1,0,0,0,3,15,0
2542,"MA",1,5,1,1,0,0,0,3,13,0
2552,"GA",0,6,0,1,0,0,0,4,15,0
2567,"MD",0,2,1,0,0,0,1,3,1,2
2582,"IN",0,3,0,1,0,0,0,4,16,1
2596,"GA",1,6,1,0,1,0,0,2,11,0
2607,"NC",0,4,1,0,1,0,0,3,2,1
2609,"TX",1,3,0,0,0,0,1,3,3,0
2627,"FL",0,6,0,0,0,0,1,4,5,0
2631,"AL",1,5,1,1,0,0,0,3,13,0
2636,"NC",0,5,0,1,0,0,0,1,10,0
2637,"MN",0,5,0,1,0,0,0,4,13,0
2638,"WI",0,7,1,1,0,0,0,2,12,0
2640,"NE",0,4,1,1,0,0,0,3,10,2
2641,"AR",0,4,1,1,0,0,0,3,3,0
2646,"IL",0,4,1,1,0,0,0,4,12,3
2650,"OR",0,6,0,1,0,0,0,4,13,0
2654,"OK",0,6,1,1,0,0,0,4,5,0
2656,"NY",0,3,1,0,0,0,1,1,1,1
2663,"GA",1,5,1,1,0,0,0,4,11,0
2664,"KY",0,2,0,1,0,0,0,4,9,1
2667,"CA",1,2,0,0,0,0,1,2,5,0
2676,"MN",1,7,0,1,0,0,0,4,11,0
2681,"SC",1,2,0,1,0,0,0,3,14,0
2683,"CO",0,5,1,1,0,0,0,4,6,0
2684,"TX",1,5,1,1,0,0,0,1,2,0
2702,"AZ",0,3,1,1,0,0,0,2,9,0
2703,"TX",0,3,1,1,0,0,0,3,7,3
2712,"FL",1,4,0,1,0,0,0,4,12,2
2732,"TX",0,3,0,1,0,0,0,4,14,0
2734,"WA",0,5,1,1,0,0,0,4,18,0
2748,"CA",0,3,0,0,0,0,1,2,18,2
2751,"IA",1,2,0,1,0,0,0,1,1,0
2757,"CA",0,6,0,1,0,0,0,4,13,2
2760,"MO",0,3,1,1,0,0,0,4,5,2
2768,"FL",0,1,0,0,0,0,1,2,5,1
2773,"NV",NA,2,1,0,0,0,0,3,2,3
2775,"CA",1,7,1,0,0,0,1,1,6,1
2776,"AZ",1,3,1,0,0,1,0,3,10,0
2782,"CT",0,5,0,0,0,0,0,4,15,2
2783,"VA",0,7,1,1,0,0,0,3,9,0
2794,"NV",1,2,0,0,1,0,0,4,5,0
2807,"FL",0,3,0,0,0,0,0,4,1,0
2808,"NJ",0,7,1,0,0,0,1,3,8,0
2821,"MO",0,1,0,0,0,0,0,2,10,1
2823,"IN",0,6,1,1,0,0,0,3,9,0
2827,"FL",0,4,0,0,0,0,1,4,4,0
2828,"NY",0,5,1,1,0,0,0,2,2,0
2830,"FL",1,6,0,1,0,0,0,3,12,0
2840,"NJ",0,3,1,1,0,0,0,3,11,2
2842,"NC",0,7,1,0,1,0,0,3,9,0
2843,"IL",0,3,1,0,1,0,0,4,15,1
2845,"FL",1,4,1,0,0,0,1,4,12,0
2848,"CA",1,5,1,0,0,0,1,4,18,1
2854,"MA",0,2,1,1,0,0,0,4,9,0
2864,"IN",0,6,1,0,1,0,0,3,2,0
2873,"AL",1,2,1,1,0,0,0,2,4,1
2880,"AZ",0,1,0,0,0,0,1,2,5,0
2882,"WI",0,5,0,1,0,0,0,3,16,0
2883,"MO",1,2,1,1,0,0,0,3,14,3
2885,"FL",0,6,0,0,0,0,1,3,9,0
2886,"MO",0,4,0,1,0,0,0,2,3,1
2887,"ME",0,7,1,1,0,0,0,3,10,0
2890,"UT",1,2,0,1,0,0,0,3,5,0
2891,"WA",1,2,1,0,0,0,0,3,7,4
2896,"TN",0,5,0,1,0,0,0,4,18,0
2897,"FL",0,4,1,0,0,0,1,3,10,0
2898,"CA",0,2,1,0,0,1,0,4,13,1
2902,"NJ",0,4,0,1,0,0,0,4,16,1
2904,"FL",0,5,1,1,0,0,0,3,10,0
2907,"TX",0,5,0,1,0,0,0,3,11,2
2915,"MN",0,6,0,1,0,0,0,4,12,0
2916,"IL",1,3,1,0,0,0,1,4,14,0
2921,"CO",0,5,1,1,0,0,0,2,2,0
2927,"NY",0,6,1,1,0,0,0,3,7,0
2933,"NM",1,4,1,0,0,0,1,2,8,3
2945,"MI",0,5,1,1,0,0,0,4,8,0
2946,"AZ",0,2,0,0,0,0,0,4,10,0
2952,"PA",0,4,1,1,0,0,0,3,16,2
2962,"CT",1,3,0,0,0,1,0,4,12,0
2972,"AZ",0,4,1,1,0,0,0,3,7,0
2976,"MA",0,6,0,1,0,0,0,4,18,0
2987,"MD",1,5,1,1,0,0,0,4,18,0
2991,"FL",0,2,1,0,0,0,1,3,11,1
3007,"CA",0,4,0,0,0,0,1,1,5,3
3018,"PA",0,4,0,1,0,0,0,4,18,3
3019,"SC",0,3,1,1,0,0,0,4,13,0
3021,"TX",0,5,0,0,0,0,1,2,18,1
3039,"CA",0,1,1,0,0,0,1,2,12,0
3040,"FL",0,3,1,0,0,0,1,4,12,0
3043,"IN",1,4,1,1,0,0,0,3,10,0
3045,"NY",0,6,0,1,0,0,0,4,13,0
3050,"FL",0,7,1,0,0,0,1,3,1,0
3067,"NJ",0,5,0,1,0,0,0,4,18,0
3072,"LA",0,6,1,1,0,0,0,3,3,1
3084,"CA",1,2,1,0,1,0,0,2,2,2
3089,"CA",1,4,1,0,0,0,0,4,14,0
3091,"CA",0,2,1,0,0,0,1,3,4,1
3097,"ID",0,3,0,1,0,0,0,4,15,3
3098,"CA",0,6,0,1,0,0,0,3,10,0
3108,"MS",0,5,1,1,0,0,0,2,11,0
3111,"OK",0,3,1,1,0,0,0,4,13,0
3124,"FL",0,7,1,1,0,0,0,4,11,0
3131,"GA",1,3,0,0,0,0,0,4,16,1
3143,"NV",0,5,1,1,0,0,0,1,9,0
3149,"KS",0,6,0,1,0,0,0,4,16,0
3152,"CA",NA,4,0,0,0,1,0,4,14,1
3165,"OK",0,7,0,1,0,0,0,4,7,0
3167,"NY",0,5,1,1,0,0,0,4,16,1
3170,"MA",0,5,1,1,0,0,0,2,9,0
3179,"IL",0,4,0,1,0,0,0,4,11,2
3183,"FL",1,3,0,0,0,0,1,4,14,4
3186,"OH",1,5,1,0,1,0,0,3,2,0
3199,"TX",1,4,0,0,0,0,1,3,14,2
3200,"NY",1,4,1,0,0,0,1,4,13,2
3209,"IL",1,2,0,0,0,0,1,3,9,3
3210,"MI",0,2,1,0,1,0,0,2,8,2
3217,"WI",0,4,1,1,0,0,0,2,13,0
3222,"TX",0,6,1,1,0,0,0,4,11,0
3238,"ME",0,5,1,1,0,0,0,3,2,0
3240,"NY",0,3,1,0,0,0,1,4,2,0
3248,"NY",0,5,1,1,0,0,0,4,18,0
3256,"TX",0,6,1,1,0,0,0,3,10,0
3258,"NJ",1,2,1,1,0,0,0,4,12,1
3260,"CA",0,2,1,0,0,0,1,4,16,2
3281,"OH",0,5,1,1,0,0,0,3,9,0
3297,"WA",0,7,0,1,0,0,0,3,10,0
3301,"IN",0,3,1,1,0,0,0,3,7,2
3303,"FL",1,2,0,0,0,0,1,3,10,0
3319,"NY",1,2,0,1,0,0,0,4,9,0
3320,"RI",1,5,0,1,0,0,0,3,6,0
3346,"IL",0,4,1,1,0,0,0,4,14,2
3352,"TX",1,7,1,1,0,0,0,3,5,0
3356,"NC",NA,7,0,1,0,0,0,3,9,0
3358,"NM",0,4,1,0,0,0,1,2,14,1
3363,"IN",0,5,0,0,1,0,0,3,4,0
3368,"NE",0,2,0,1,0,0,0,4,8,2
3369,"CA",1,3,1,1,0,0,0,4,18,0
3382,"FL",0,5,1,0,0,0,1,2,10,3
3390,"WI",0,7,0,1,0,0,0,3,7,0
3393,"PA",0,6,0,1,0,0,0,4,11,0
3395,"NY",0,5,1,0,0,1,0,3,7,0
3404,"CA",0,6,0,0,0,1,0,4,9,0
3407,"OR",1,3,1,1,0,0,0,4,15,2
3408,"WI",0,6,1,1,0,0,0,3,4,0
3416,"SD",1,5,1,1,0,0,0,4,14,0
3419,"CA",0,5,1,1,0,0,0,3,9,0
3437,"IL",1,3,1,1,0,0,0,3,10,4
3445,"PA",0,2,1,1,0,0,0,4,15,0
3460,"MA",0,3,1,1,0,0,0,4,13,1
3465,"MN",1,5,0,0,0,0,0,4,11,0
3477,"MO",1,4,0,1,0,0,0,2,15,2
3480,"CO",0,5,0,1,0,0,0,3,13,1
3487,"WI",0,4,0,1,0,0,0,2,13,0
3503,"NY",0,5,1,1,0,0,0,3,14,0
3506,"CA",0,2,1,1,0,0,0,2,8,1
3519,"IL",1,6,1,1,0,0,0,4,14,0
3529,"IN",0,5,1,1,0,0,0,2,6,0
3530,"ID",1,5,0,1,0,0,0,1,13,0
3532,"TX",0,3,1,0,0,0,1,1,8,2
3534,"WA",0,4,1,0,0,1,0,4,14,0
3560,"NJ",0,7,1,1,0,0,0,4,9,0
3563,"WV",1,1,1,1,0,0,0,3,10,0
3564,"CA",1,6,1,1,0,0,0,4,13,0
3570,"OH",0,4,1,1,0,0,0,4,8,1
3580,"KS",0,5,1,0,1,0,0,4,13,0
3585,"NY",0,6,1,0,1,0,0,2,2,0
3589,"NY",0,7,0,1,0,0,0,4,11,0
3595,"MI",0,6,1,1,0,0,0,2,6,0
3596,"FL",0,6,1,1,0,0,0,3,10,0
3604,"IA",0,2,1,1,0,0,0,3,10,2
3611,"NC",1,1,1,1,0,0,0,3,7,0
3617,"AZ",0,2,1,0,0,0,1,3,8,3
3622,"AR",0,5,1,1,0,0,0,2,10,0
3623,"FL",0,3,1,0,0,0,1,4,7,0
3631,"CA",0,2,1,0,0,0,1,3,9,0
3637,"NY",1,3,1,0,1,0,0,4,9,1
3644,"FL",0,6,0,1,0,0,0,4,14,0
3651,"TX",0,5,1,0,1,0,0,2,4,0
3657,"MN",0,2,1,0,1,0,0,3,9,0
3661,"TX",0,5,0,0,1,0,0,3,17,0
3663,"NY",0,4,0,0,1,0,0,1,2,0
3665,"CT",0,4,1,1,0,0,0,3,12,1
3666,"PA",1,3,1,1,0,0,0,4,11,0
3671,"CO",0,2,0,0,1,0,0,3,7,2
3678,"NC",0,5,0,1,0,0,0,4,11,0
3693,"FL",0,6,0,0,0,0,1,3,5,0
3694,"IL",0,5,1,1,0,0,0,3,11,0
3695,"MA",0,2,0,1,0,0,0,3,9,2
3705,"OH",0,5,1,0,1,0,0,3,8,1
3707,"MA",1,5,1,1,0,0,0,4,5,0
3721,"CO",0,3,1,0,0,0,1,4,5,1
3731,"CA",0,2,0,0,0,1,0,4,12,1
3733,"SC",0,5,0,1,0,0,0,4,10,0
3737,"PA",1,2,1,1,0,0,0,2,9,0
3743,"MA",0,2,1,0,0,0,1,4,14,0
3744,"IL",1,4,1,1,0,0,0,4,10,4
3758,"OH",0,2,1,1,0,0,0,3,5,0
3765,"NE",0,2,1,1,0,0,0,3,10,1
3775,"NE",0,5,1,1,0,0,0,4,12,0
3791,"IA",0,7,1,1,0,0,0,2,7,0
3805,"OR",0,2,0,1,0,0,0,3,15,0
3807,"CA",0,5,0,0,0,0,1,4,9,1
3811,"MO",1,2,1,0,0,0,0,3,4,0
3814,"TX",0,5,1,0,0,0,1,3,18,0
3818,"OH",0,5,1,1,0,0,0,4,10,0
3833,"TX",0,2,1,0,1,0,0,3,13,0
3836,"TX",1,4,1,1,0,0,0,4,9,2
3838,"FL",0,5,0,0,0,0,1,4,14,0
3839,"AZ",0,4,1,0,1,0,0,3,14,0
3842,"AZ",1,1,0,0,0,0,0,2,11,0
3847,"TX",1,2,1,0,0,0,1,3,12,3
3855,"TX",1,3,1,0,0,0,1,3,11,4
3857,"MT",0,6,1,1,0,0,0,4,11,0
3858,"FL",0,2,1,0,0,0,1,4,11,0
3868,"MO",0,5,1,1,0,0,0,2,10,0
3869,"MO",1,6,0,1,0,0,0,3,10,0
3892,"MI",0,6,0,1,0,0,0,3,13,0
3894,"IL",0,7,0,1,0,0,0,2,9,0
3920,"NY",0,4,0,0,0,0,1,3,3,0
3921,"TX",0,6,1,0,1,0,0,4,9,0
3928,"CA",0,4,1,0,0,0,1,4,17,2
3935,"CA",0,1,0,0,0,1,0,2,7,1
3936,"PA",1,4,0,0,0,0,0,1,11,0
3942,"PA",0,3,1,1,0,0,0,4,13,2
3949,"FL",1,4,0,1,0,0,0,3,14,0
3961,"AL",0,4,0,0,0,0,0,3,14,0
3963,"FL",0,1,0,0,0,0,1,3,5,0
3966,"OH",0,6,0,1,0,0,0,3,6,0
3970,"NY",0,3,0,1,0,0,0,3,14,0
3972,"GA",0,5,1,1,0,0,0,2,16,0
3980,"FL",0,6,1,1,0,0,0,4,11,0
3987,"FL",1,5,1,0,0,0,1,4,15,0
3991,"MI",0,2,0,1,0,0,0,3,5,0
3997,"NY",0,2,0,0,0,0,1,4,9,0
4006,"AZ",0,5,1,1,0,0,0,3,9,0
4017,"DE",0,6,0,1,0,0,0,3,9,0
4047,"CA",1,5,0,1,0,0,0,4,11,0
4052,"NJ",1,2,1,0,0,0,1,3,4,0
4054,"NY",0,6,1,1,0,0,0,3,9,0
4056,"NY",0,4,0,1,0,0,0,2,18,2
4075,"TX",0,3,0,1,0,0,0,4,13,3
4091,"FL",1,2,1,0,0,0,1,3,7,1
4093,"KY",1,3,1,1,0,0,0,4,5,1
4094,"OH",0,6,0,1,0,0,0,4,14,0
4112,"CA",0,4,1,0,0,0,1,1,9,1
4122,"TX",1,5,0,0,1,0,0,3,9,0
4127,"NM",0,7,1,0,0,0,1,3,5,1
4137,"MO",0,7,0,1,0,0,0,4,7,0
4146,"MO",0,3,0,1,0,0,0,3,10,2
4150,"FL",1,4,1,0,0,0,1,2,13,1
4152,"CA",0,4,0,0,0,0,1,4,13,0
4155,"CO",0,5,1,1,0,0,0,2,9,0
4159,"CA",0,4,1,0,0,1,0,3,5,0
4160,"CA",0,7,0,1,0,0,0,4,9,0
4169,"TX",1,2,1,1,0,0,0,1,4,4
4170,"ND",0,4,0,1,0,0,0,3,7,0
4177,"MI",0,6,1,1,0,0,0,4,10,0
4180,"IL",1,2,1,1,0,0,0,4,11,0
4182,"CA",0,3,0,0,0,1,0,4,13,2
4194,"TX",0,6,1,1,0,0,0,4,9,0
4204,"FL",0,2,1,0,1,0,0,4,8,0
4206,"MI",0,5,0,0,0,0,1,4,14,1
4210,"NY",NA,4,1,1,0,0,0,2,6,0
4219,"AZ",1,6,1,1,0,0,0,4,12,0
4227,"IA",0,6,0,1,0,0,0,2,13,0
4230,"KY",1,2,1,1,0,0,0,3,9,1
4233,"WV",0,6,1,1,0,0,0,3,9,0
4236,"MO",0,6,0,1,0,0,0,4,7,0
4242,"CO",1,2,0,0,0,0,1,4,14,0
4244,"TX",0,2,1,1,0,0,0,4,11,0
4245,"CA",1,2,1,0,0,0,1,3,13,0
4247,"TX",0,5,0,1,0,0,0,4,10,0
4250,"NJ",0,2,1,0,0,0,1,2,7,3
4255,"FL",1,5,1,1,0,0,0,2,3,0
4261,"AR",1,6,1,1,0,0,0,4,11,0
4264,"NY",0,6,1,0,1,0,0,2,11,0
4269,"PA",0,1,1,1,0,0,0,2,2,0
4277,"DE",1,5,1,1,0,0,0,2,13,0
4280,"CA",0,1,0,0,0,0,1,2,11,1
4292,"MA",1,5,1,1,0,0,0,4,8,0
4301,"OH",0,3,1,0,1,0,0,4,5,0
4303,"TN",0,4,0,1,0,0,0,4,9,1
4306,"CT",1,3,0,1,0,0,0,4,16,1
4309,"SD",1,2,0,1,0,0,0,2,9,1
4320,"TX",1,2,1,0,0,0,1,3,7,2
4330,"IN",0,4,0,1,0,0,0,4,14,0
4337,"CA",0,3,1,1,0,0,0,3,9,3
4346,"AL",0,3,0,1,0,0,0,4,13,0
4352,"AZ",1,6,0,0,0,0,1,3,4,0
4357,"SD",0,5,0,1,0,0,0,4,15,0
4359,"FL",0,5,0,1,0,0,0,3,14,0
4365,"FL",0,7,1,1,0,0,0,4,3,0
4369,"OH",1,5,1,1,0,0,0,4,18,0
4391,"IL",0,6,1,1,0,0,0,3,9,0
4395,"CO",0,2,0,1,0,0,0,4,12,0
4404,"FL",1,3,1,0,1,0,0,4,4,1
4408,"KS",1,6,0,0,0,0,0,4,14,0
4413,"ID",1,2,1,0,1,0,0,3,5,3
4423,"IL",0,5,1,1,0,0,0,3,14,0
4424,"CA",0,3,0,0,0,1,0,4,16,4
4425,"CA",0,6,1,1,0,0,0,4,12,0
4428,"FL",0,3,1,1,0,0,0,3,13,0
4434,"KS",1,2,1,1,0,0,0,3,14,3
4442,"IN",0,4,0,1,0,0,0,2,4,0
4445,"WI",1,4,1,1,0,0,0,4,16,0
4455,"MD",1,6,0,1,0,0,0,3,11,0
4457,"IN",1,6,1,1,0,0,0,4,9,0
4459,"TN",NA,6,0,0,1,0,0,3,2,0
4462,"AZ",0,5,1,1,0,0,0,3,14,0
4463,"WI",0,2,1,1,0,0,0,4,11,0
4468,"WI",1,5,1,1,0,0,0,4,13,0
4490,"NC",1,5,1,1,0,0,0,2,14,0
4494,"OR",1,5,1,1,0,0,0,3,9,0
4495,"TX",0,6,1,1,0,0,0,2,10,0
4496,"MA",0,2,0,0,0,1,0,4,14,0
4504,"CA",0,7,1,0,0,1,0,4,15,0
4506,"WI",1,5,1,1,0,0,0,4,14,0
4509,"VA",0,5,1,1,0,0,0,4,14,0
4515,"DE",0,6,0,1,0,0,0,4,14,0
4526,"CA",0,5,0,0,0,0,1,3,4,0
4538,"CA",1,3,1,0,0,0,1,4,14,0
4541,"NY",1,3,0,0,0,1,0,4,17,1
4555,"CA",0,2,1,0,0,0,1,2,4,0
4564,"MN",0,2,1,1,0,0,0,4,11,3
4573,"NJ",0,3,1,0,0,0,1,3,8,3
4581,"VT",1,7,1,1,0,0,0,4,9,0
4582,"FL",0,1,1,0,0,0,1,2,7,0
4588,"TX",1,6,1,1,0,0,0,3,10,0
4589,"FL",0,7,1,0,0,0,1,2,4,0
4598,"IN",0,7,1,1,0,0,0,2,8,0
4599,"HI",0,4,1,0,0,1,0,4,16,2
4605,"NY",0,3,0,1,0,0,0,4,15,1
4611,"NY",0,4,1,1,0,0,0,3,6,0
4615,"PA",0,4,0,1,0,0,0,2,2,0
4617,"KS",0,4,1,1,0,0,0,4,15,2
4622,"VA",0,5,0,1,0,0,0,4,9,0
4626,"CA",0,6,0,0,0,0,1,4,14,0
4638,"NC",0,4,1,1,0,0,0,3,11,2
4640,"CA",0,4,1,0,0,0,1,2,10,3
4654,"WA",0,6,1,1,0,0,0,3,10,0
4659,"FL",0,3,1,0,0,0,1,3,3,1
4666,"IL",0,7,0,1,0,0,0,4,13,0
4676,"IL",1,6,0,1,0,0,0,4,14,0
4689,"ID",0,4,0,1,0,0,0,3,2,0
4690,"WY",1,7,1,1,0,0,0,3,10,0
4699,"WI",1,6,1,1,0,0,0,2,5,0
4702,"MI",0,5,0,1,0,0,0,4,11,0
4703,"WI",0,5,0,1,0,0,0,4,14,1
4706,"MA",0,7,1,1,0,0,0,3,11,0
4731,"IL",0,2,1,1,0,0,0,3,14,1
4736,"MD",0,5,0,1,0,0,0,4,17,2
4740,"MD",0,5,1,0,1,0,0,4,12,0
4745,"MI",1,6,1,1,0,0,0,2,5,3
4767,"NC",NA,5,0,1,0,0,0,4,13,0
4768,"WA",1,3,1,0,0,0,0,4,14,1
4774,"OH",0,6,0,1,0,0,0,4,10,0
4776,"CA",0,4,1,0,0,0,1,1,7,1
4781,"MA",0,3,1,0,0,0,1,4,13,2
4785,"CA",0,5,1,1,0,0,0,4,13,0
4791,"TX",1,2,1,0,1,0,0,3,4,1
4792,"GA",0,6,1,1,0,0,0,3,14,0
4793,"OH",0,6,1,1,0,0,0,3,11,0
4802,"CO",0,6,0,1,0,0,0,3,5,1
4803,"OH",0,2,0,1,0,0,0,4,1,0
4808,"MI",1,6,0,1,0,0,0,4,11,0
4810,"NY",1,3,1,0,0,1,0,3,10,0
4811,"CA",0,6,1,1,0,0,0,4,3,0
4813,"CA",0,4,1,0,0,1,0,3,11,0
4819,"GA",1,5,1,1,0,0,0,4,11,0
4826,"FL",1,4,0,0,0,0,1,3,12,0
4827,"IL",0,2,1,0,0,0,1,3,11,2
4845,"MN",0,5,1,1,0,0,0,4,10,0
4852,"TX",1,3,0,0,1,0,0,4,9,0
4858,"NY",1,5,1,1,0,0,0,4,13,0
4859,"FL",1,1,1,0,0,0,1,2,13,2
4865,"MI",0,2,0,0,0,0,1,3,4,0
4867,"NC",1,5,0,1,0,0,0,4,18,0
4874,"CA",0,3,0,0,0,0,1,2,4,0
4875,"SC",1,6,1,1,0,0,0,2,11,0
4877,"CA",1,3,0,0,0,1,0,4,10,2
4878,"TX",0,1,0,0,0,0,1,3,8,1
4880,"IN",0,1,0,1,0,0,0,2,6,0
4882,"FL",0,4,0,0,1,0,0,4,13,0
4883,"MO",0,3,0,1,0,0,0,2,8,2
4884,"CA",1,2,0,0,0,1,0,4,13,0
4894,"MN",1,7,1,1,0,0,0,3,11,0
4900,"KY",0,3,1,1,0,0,0,2,8,0
4904,"WA",1,7,1,1,0,0,0,4,18,0
4907,"GA",0,3,1,0,0,0,0,3,11,2
4927,"NC",1,3,0,1,0,0,0,4,13,0
4930,"CA",1,2,1,1,0,0,0,4,12,0
4931,"FL",1,6,1,1,0,0,0,3,5,0
4935,"VA",0,4,1,0,1,0,0,4,10,3
4952,"MO",0,5,0,1,0,0,0,4,11,0
4953,"PA",0,3,0,1,0,0,0,2,10,0
4964,"PA",0,3,0,1,0,0,0,4,14,0
4965,"CA",1,4,1,0,0,0,1,1,3,2
4969,"KY",1,2,1,1,0,0,0,4,4,2
4975,"FL",0,7,0,0,0,0,0,3,4,0
4981,"RI",1,2,1,1,0,0,0,4,14,3
4985,"WA",1,1,1,0,0,0,0,3,2,0
5012,"NJ",0,6,1,0,0,0,1,2,8,0
5018,"MN",0,4,0,0,0,0,0,2,14,0
5056,"CA",0,5,0,0,0,1,0,4,18,0
5071,"AZ",0,7,0,1,0,0,0,2,4,2
5082,"LA",0,4,1,1,0,0,0,4,10,2
5083,"WI",0,7,0,1,0,0,0,3,10,0
5090,"WI",1,5,1,1,0,0,0,4,12,0
5093,"MN",1,2,1,1,0,0,0,4,9,1
5109,"IL",1,2,1,1,0,0,0,3,6,1
5115,"FL",0,2,1,1,0,0,0,4,8,0
5116,"TN",0,6,0,1,0,0,0,4,14,0
5129,"CA",0,3,1,1,0,0,0,3,7,3
5142,"MO",1,5,1,1,0,0,0,3,18,0
5148,"KY",0,6,0,1,0,0,0,4,12,0
5151,"NJ",1,6,0,1,0,0,0,4,15,0
5153,"CA",0,3,0,0,0,1,0,4,11,0
5161,"TX",0,5,1,0,1,0,0,4,7,0
5168,"IL",0,2,0,1,0,0,0,4,12,1
5180,"FL",0,3,1,0,0,0,1,3,4,1
5193,"NY",0,4,1,0,0,0,1,3,11,1
5207,"NY",0,2,1,0,0,0,1,3,6,1
5225,"TX",0,5,0,1,0,0,0,3,16,0
5233,"SC",0,6,0,1,0,0,0,4,10,0
5234,"CA",0,2,0,0,0,1,0,4,7,1
5241,"LA",0,3,1,1,0,0,0,4,14,0
5248,"WA",0,3,1,0,1,0,0,2,2,3
5261,"CA",1,2,1,0,0,0,1,4,4,2
5263,"OK",1,2,0,0,0,1,0,4,4,0
5264,"FL",1,4,1,1,0,0,0,3,16,1
5271,"CA",1,5,1,1,0,0,0,4,14,0
5274,"TN",1,2,1,1,0,0,0,4,13,2
5283,"TN",1,3,1,0,0,0,1,2,5,1
5288,"NC",1,2,1,0,0,0,0,3,11,0
5289,"OH",0,1,0,0,0,0,1,3,8,0
5297,"CA",0,2,1,0,0,0,1,3,6,1
5303,"FL",0,3,0,1,0,0,0,3,2,0
5304,"MA",1,2,1,0,0,0,1,1,4,4
5312,"AZ",0,2,1,1,0,0,0,3,7,0
5326,"SC",1,4,1,0,0,1,0,4,8,1
5339,"FL",0,3,0,1,0,0,0,4,18,3
5356,"CA",0,6,1,0,1,0,0,1,7,0
5362,"TX",0,6,1,1,0,0,0,3,9,0
5364,"CT",0,2,0,1,0,0,0,2,9,0
5371,"CA",1,5,0,0,0,0,1,2,13,0
5385,"WI",1,4,1,1,0,0,0,3,10,0
5387,"CA",0,6,0,1,0,0,0,4,15,0
5390,"CA",1,4,1,1,0,0,0,4,15,0
5395,"FL",0,4,0,1,0,0,0,3,11,0
5409,"ID",1,3,0,1,0,0,0,3,5,0
5413,"MI",NA,3,0,1,0,0,0,4,16,3
5423,"WI",0,3,1,1,0,0,0,3,6,4
5424,"AR",0,6,0,1,0,0,0,4,10,0
5438,"CA",0,3,1,0,0,0,1,2,4,2
5442,"MD",0,3,0,0,0,1,0,3,12,2
5460,"ID",0,5,1,1,0,0,0,2,9,0
5470,"CA",1,3,0,1,0,0,0,4,14,3
5475,"CA",0,7,1,1,0,0,0,4,10,1
5480,"WI",0,4,1,1,0,0,0,3,14,0
5481,"WV",0,4,0,1,0,0,0,4,12,0
5490,"CA",0,2,1,0,0,0,1,3,5,0
5498,"WA",1,3,0,0,0,1,0,4,14,1
5508,"KS",0,7,0,1,0,0,0,3,15,1
5518,"MN",0,6,1,1,0,0,0,4,12,0
5522,"CO",0,3,1,1,0,0,0,2,11,0
5528,"OH",0,6,1,1,0,0,0,4,10,0
5536,"PA",0,2,0,1,0,0,0,3,11,0
5549,"NC",1,3,1,1,0,0,0,4,6,3
5550,"FL",0,6,0,1,0,0,0,4,16,0
5551,"FL",0,6,1,0,0,0,1,3,11,3
5553,"MI",1,3,1,1,0,0,0,4,13,2
5558,"TX",1,3,1,0,0,0,1,3,3,1
5564,"IL",1,2,1,1,0,0,0,4,10,0
5565,"CA",0,2,1,0,0,0,1,4,9,0
5567,"WI",1,4,1,1,0,0,0,3,13,2
5568,"FL",0,2,1,1,0,0,0,3,10,2
5573,"CA",0,3,1,0,0,1,0,4,4,0
5582,"PA",0,5,0,0,1,0,0,3,13,0
5583,"CA",0,1,1,0,0,0,1,2,4,3
5584,"WI",0,6,1,1,0,0,0,4,10,0
5595,"GA",0,6,0,0,1,0,0,4,13,0
5596,"CA",0,4,0,0,0,0,1,4,16,2
5620,"NY",0,1,0,1,0,0,0,3,13,0
5627,"OH",1,6,1,0,0,0,1,4,17,0
5630,"FL",0,2,0,0,0,0,1,3,12,0
5632,"NH",1,3,0,0,0,0,0,4,15,0
5638,"AR",0,6,0,1,0,0,0,2,13,0
5645,"MI",0,2,1,1,0,0,0,2,14,0
5657,"FL",NA,6,1,1,0,0,0,3,9,0
5658,"TX",0,6,0,1,0,0,0,4,11,0
5661,"TX",0,7,0,1,0,0,0,3,11,0
5670,"OH",1,5,1,1,0,0,0,2,10,0
5680,"TX",0,2,0,0,1,0,0,3,14,0
5685,"FL",0,5,1,1,0,0,0,4,13,1
5686,"FL",0,3,1,0,0,0,1,3,4,1
5687,"FL",1,2,1,0,0,0,0,4,11,0
5699,"CA",0,7,1,1,0,0,0,2,18,0
5700,"MI",0,4,0,1,0,0,0,4,11,1
5709,"NY",0,4,1,0,1,0,0,3,7,2
5711,"CA",0,1,0,0,0,0,1,3,5,0
