bill_id,people_id,name,chamber,district,party,sponsor
1180897,18516,Sharif Street,Sen,SD-003,D,0
1180897,20816,Katie Muth,Sen,SD-044,D,1
1180897,16956,Camera Bartolotta,Sen,SD-046,R,1
1180897,21372,Doug Mastriano,Sen,SD-033,R,0
1180897,11527,Ryan Aument,Sen,SD-036,R,1
1180897,898,Lawrence Farnese,Sen,SD-001,D,1
1180897,467,Patrick Browne,Sen,SD-016,R,1
1180897,21535,Dave Arnold,Sen,SD-048,R,0
1180897,511,Anthony Williams,Sen,SD-008,D,0
1180897,16869,Patrick Stefano,Sen,SD-032,R,0
1180897,18900,Daniel Laughlin,Sen,SD-049,R,0
1180897,504,Robert Tomlinson,Sen,SD-006,R,0
1180897,372,Robert Mensch,Sen,SD-024,R,1
1180897,903,Kim Ward,Sen,SD-039,R,1
1180897,476,Michael Folmer,Sen,SD-048,R,1
1180897,262,David Argall,Sen,SD-029,R,0
1180897,11539,John Blake,Sen,SD-022,D,0
1180897,20815,Timothy Kearney,Sen,SD-026,D,0
1180897,18795,Wayne Langerholc,Sen,SD-035,R,0
1180897,14166,Michael Regan,Sen,SD-031,R,0
1180897,902,Elder Vogel,Sen,SD-047,R,1
1180897,500,Joseph Scarnati,Sen,SD-025,R,0
1180897,16870,Kristin Phillips-Hill,Sen,SD-028,R,1
1180897,503,Christine Tartaglione,Sen,SD-002,D,1
1180897,508,Donald White,Sen,SD-041,R,0
1180897,896,Richard Alloway,Sen,SD-033,R,0
1180897,21357,Pam Iovino,Sen,SD-037,D,0
1180897,16957,Arthur Haywood,Sen,SD-004,D,1
1180897,20563,Maria Collett,Sen,SD-012,D,1
1180897,469,Jacob Corman,Sen,SD-034,R,0
1180897,477,Wayne Fontana,Sen,SD-042,D,1
1182926,17529,Judith Ward,Sen,SD-030,R,1
1182926,903,Kim Ward,Sen,SD-039,R,1
1182926,481,Vincent Hughes,Sen,SD-007,D,0
1182926,21535,Dave Arnold,Sen,SD-048,R,0
1182926,21372,Doug Mastriano,Sen,SD-033,R,0
1182926,476,Michael Folmer,Sen,SD-048,R,1
1182926,16957,Arthur Haywood,Sen,SD-004,D,0
1182926,934,Gene Yaw,Sen,SD-023,R,1
1182926,16870,Kristin Phillips-Hill,Sen,SD-028,R,1
1182926,21371,Joe Pittman,Sen,SD-041,R,0
1182926,20563,Maria Collett,Sen,SD-012,D,0
1182926,465,Lisa Baker,Sen,SD-020,R,0
1182926,347,Thomas Killion,Sen,SD-009,R,1
1182926,19038,Giovanni DiSanto,Sen,SD-015,R,0
1182926,18795,Wayne Langerholc,Sen,SD-035,R,0
1182926,262,David Argall,Sen,SD-029,R,1
1182926,424,Mario Scavello,Sen,SD-040,R,0
1182926,896,Richard Alloway,Sen,SD-033,R,1
1182926,21357,Pam Iovino,Sen,SD-037,D,1
1182926,11527,Ryan Aument,Sen,SD-036,R,1
1182926,477,Wayne Fontana,Sen,SD-042,D,0
1182926,18946,Scott Martin,Sen,SD-013,R,1
1182926,504,Robert Tomlinson,Sen,SD-006,R,0
1182926,20817,Lindsey Williams,Sen,SD-038,D,0
1182926,11213,James Brewster,Sen,SD-045,D,0
1182926,18516,Sharif Street,Sen,SD-003,D,0
1182926,353,Daylin Leach,Sen,SD-017,D,0
1182926,339,Scott Hutchinson,Sen,SD-021,R,1
1182926,479,John Gordner,Sen,SD-027,R,1
1182926,503,Christine Tartaglione,Sen,SD-002,D,1
1182926,372,Robert Mensch,Sen,SD-024,R,1
1182926,467,Patrick Browne,Sen,SD-016,R,1
1182926,931,Steven Santarsiero,Sen,SD-010,D,1
1182926,469,Jacob Corman,Sen,SD-034,R,0
1182926,20816,Katie Muth,Sen,SD-044,D,1
1182926,463,John Yudichak,Sen,SD-014,D,0
1182926,511,Anthony Williams,Sen,SD-008,D,0
1182926,11539,John Blake,Sen,SD-022,D,0
1182926,508,Donald White,Sen,SD-041,R,0
1182926,466,Lisa Boscola,Sen,SD-018,D,0
1182926,16956,Camera Bartolotta,Sen,SD-046,R,0
1182926,470,Jay Costa,Sen,SD-043,D,1
1182926,471,Andrew Dinniman,Sen,SD-019,D,1
1182926,277,Michele Brooks,Sen,SD-050,R,1
1182926,20815,Timothy Kearney,Sen,SD-026,D,1
1182926,18900,Daniel Laughlin,Sen,SD-049,R,0
1182926,902,Elder Vogel,Sen,SD-047,R,1
1182926,14166,Michael Regan,Sen,SD-031,R,1
1182926,419,John Sabatina,Sen,SD-005,D,0
1182926,898,Lawrence Farnese,Sen,SD-001,D,0
1182926,16869,Patrick Stefano,Sen,SD-032,R,0
1182926,500,Joseph Scarnati,Sen,SD-025,R,1
1182926,13010,Judy Schwank,Sen,SD-011,D,1
1185685,20816,Katie Muth,Sen,SD-044,D,0
1185685,11539,John Blake,Sen,SD-022,D,0
1185685,262,David Argall,Sen,SD-029,R,1
1185685,18946,Scott Martin,Sen,SD-013,R,1
1185685,465,Lisa Baker,Sen,SD-020,R,1
1185685,14166,Michael Regan,Sen,SD-031,R,1
1185685,18795,Wayne Langerholc,Sen,SD-035,R,1
1185685,16869,Patrick Stefano,Sen,SD-032,R,0
1185685,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1185685,11213,James Brewster,Sen,SD-045,D,0
1185685,479,John Gordner,Sen,SD-027,R,1
1185685,347,Thomas Killion,Sen,SD-009,R,1
1185685,466,Lisa Boscola,Sen,SD-018,D,0
1185685,277,Michele Brooks,Sen,SD-050,R,1
1185685,18516,Sharif Street,Sen,SD-003,D,0
1185685,419,John Sabatina,Sen,SD-005,D,0
1185685,481,Vincent Hughes,Sen,SD-007,D,0
1185685,503,Christine Tartaglione,Sen,SD-002,D,0
1185685,476,Michael Folmer,Sen,SD-048,R,1
1185685,934,Gene Yaw,Sen,SD-023,R,1
1185685,424,Mario Scavello,Sen,SD-040,R,1
1185685,477,Wayne Fontana,Sen,SD-042,D,0
1185685,339,Scott Hutchinson,Sen,SD-021,R,1
1185685,511,Anthony Williams,Sen,SD-008,D,0
1185685,467,Patrick Browne,Sen,SD-016,R,1
1185685,372,Robert Mensch,Sen,SD-024,R,1
1185685,20815,Timothy Kearney,Sen,SD-026,D,0
1185685,508,Donald White,Sen,SD-041,R,1
1185685,896,Richard Alloway,Sen,SD-033,R,1
1185685,21535,Dave Arnold,Sen,SD-048,R,0
1185685,463,John Yudichak,Sen,SD-014,D,0
1185685,16957,Arthur Haywood,Sen,SD-004,D,0
1185685,20563,Maria Collett,Sen,SD-012,D,0
1185685,16956,Camera Bartolotta,Sen,SD-046,R,1
1185685,931,Steven Santarsiero,Sen,SD-010,D,0
1185685,898,Lawrence Farnese,Sen,SD-001,D,0
1185685,471,Andrew Dinniman,Sen,SD-019,D,0
1185685,20817,Lindsey Williams,Sen,SD-038,D,0
1185685,21372,Doug Mastriano,Sen,SD-033,R,0
1185685,11527,Ryan Aument,Sen,SD-036,R,1
1185685,17529,Judith Ward,Sen,SD-030,R,1
1185685,469,Jacob Corman,Sen,SD-034,R,1
1185685,21357,Pam Iovino,Sen,SD-037,D,0
1185685,504,Robert Tomlinson,Sen,SD-006,R,0
1185685,21371,Joe Pittman,Sen,SD-041,R,0
1185685,470,Jay Costa,Sen,SD-043,D,0
1185685,353,Daylin Leach,Sen,SD-017,D,0
1185685,13010,Judy Schwank,Sen,SD-011,D,0
1185685,19038,Giovanni DiSanto,Sen,SD-015,R,1
1185685,903,Kim Ward,Sen,SD-039,R,1
1185685,500,Joseph Scarnati,Sen,SD-025,R,1
1185685,18900,Daniel Laughlin,Sen,SD-049,R,1
1185685,902,Elder Vogel,Sen,SD-047,R,1
1185991,500,Joseph Scarnati,Sen,SD-025,R,0
1185991,20816,Katie Muth,Sen,SD-044,D,0
1185991,477,Wayne Fontana,Sen,SD-042,D,0
1185991,20815,Timothy Kearney,Sen,SD-026,D,0
1185991,20563,Maria Collett,Sen,SD-012,D,0
1185991,21357,Pam Iovino,Sen,SD-037,D,0
1185991,469,Jacob Corman,Sen,SD-034,R,0
1185991,504,Robert Tomlinson,Sen,SD-006,R,0
1185991,903,Kim Ward,Sen,SD-039,R,0
1185991,466,Lisa Boscola,Sen,SD-018,D,0
1185991,470,Jay Costa,Sen,SD-043,D,0
1185991,21535,Dave Arnold,Sen,SD-048,R,0
1185991,347,Thomas Killion,Sen,SD-009,R,0
1185991,503,Christine Tartaglione,Sen,SD-002,D,0
1185991,898,Lawrence Farnese,Sen,SD-001,D,0
1185991,511,Anthony Williams,Sen,SD-008,D,0
1185991,21371,Joe Pittman,Sen,SD-041,R,0
1185991,419,John Sabatina,Sen,SD-005,D,0
1185991,18900,Daniel Laughlin,Sen,SD-049,R,1
1185991,277,Michele Brooks,Sen,SD-050,R,0
1185991,18946,Scott Martin,Sen,SD-013,R,0
1185991,14166,Michael Regan,Sen,SD-031,R,0
1185991,19038,Giovanni DiSanto,Sen,SD-015,R,0
1185991,11213,James Brewster,Sen,SD-045,D,1
1185991,262,David Argall,Sen,SD-029,R,0
1185991,476,Michael Folmer,Sen,SD-048,R,0
1185991,339,Scott Hutchinson,Sen,SD-021,R,0
1185991,11539,John Blake,Sen,SD-022,D,0
1185991,479,John Gordner,Sen,SD-027,R,0
1185991,18516,Sharif Street,Sen,SD-003,D,1
1185991,424,Mario Scavello,Sen,SD-040,R,0
1185991,465,Lisa Baker,Sen,SD-020,R,0
1185991,17529,Judith Ward,Sen,SD-030,R,0
1185991,931,Steven Santarsiero,Sen,SD-010,D,0
1185991,21372,Doug Mastriano,Sen,SD-033,R,0
1185991,353,Daylin Leach,Sen,SD-017,D,0
1185991,481,Vincent Hughes,Sen,SD-007,D,0
1185991,896,Richard Alloway,Sen,SD-033,R,0
1185991,934,Gene Yaw,Sen,SD-023,R,1
1185991,16957,Arthur Haywood,Sen,SD-004,D,0
1185991,16956,Camera Bartolotta,Sen,SD-046,R,0
1185991,20817,Lindsey Williams,Sen,SD-038,D,0
1185991,463,John Yudichak,Sen,SD-014,D,0
1185991,11527,Ryan Aument,Sen,SD-036,R,0
1185991,508,Donald White,Sen,SD-041,R,0
1185991,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1185991,467,Patrick Browne,Sen,SD-016,R,0
1185991,18795,Wayne Langerholc,Sen,SD-035,R,0
1185991,902,Elder Vogel,Sen,SD-047,R,0
1185991,471,Andrew Dinniman,Sen,SD-019,D,0
1185991,372,Robert Mensch,Sen,SD-024,R,0
1185991,16869,Patrick Stefano,Sen,SD-032,R,0
1185991,13010,Judy Schwank,Sen,SD-011,D,0
1186037,477,Wayne Fontana,Sen,SD-042,D,0
1186037,18900,Daniel Laughlin,Sen,SD-049,R,0
1186037,419,John Sabatina,Sen,SD-005,D,0
1186037,20816,Katie Muth,Sen,SD-044,D,0
1186037,898,Lawrence Farnese,Sen,SD-001,D,0
1186037,931,Steven Santarsiero,Sen,SD-010,D,0
1186037,277,Michele Brooks,Sen,SD-050,R,0
1186037,21535,Dave Arnold,Sen,SD-048,R,0
1186037,353,Daylin Leach,Sen,SD-017,D,0
1186037,16869,Patrick Stefano,Sen,SD-032,R,1
1186037,481,Vincent Hughes,Sen,SD-007,D,0
1186037,18516,Sharif Street,Sen,SD-003,D,0
1186037,471,Andrew Dinniman,Sen,SD-019,D,0
1186037,20563,Maria Collett,Sen,SD-012,D,0
1186037,339,Scott Hutchinson,Sen,SD-021,R,0
1186037,18946,Scott Martin,Sen,SD-013,R,0
1186037,262,David Argall,Sen,SD-029,R,0
1186037,20815,Timothy Kearney,Sen,SD-026,D,0
1186037,21372,Doug Mastriano,Sen,SD-033,R,0
1186037,13010,Judy Schwank,Sen,SD-011,D,0
1186037,470,Jay Costa,Sen,SD-043,D,0
1186037,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1186037,14166,Michael Regan,Sen,SD-031,R,0
1186037,508,Donald White,Sen,SD-041,R,0
1186037,16957,Arthur Haywood,Sen,SD-004,D,0
1186037,17529,Judith Ward,Sen,SD-030,R,0
1186037,424,Mario Scavello,Sen,SD-040,R,0
1186037,21371,Joe Pittman,Sen,SD-041,R,0
1186037,903,Kim Ward,Sen,SD-039,R,0
1186037,463,John Yudichak,Sen,SD-014,D,0
1186037,902,Elder Vogel,Sen,SD-047,R,0
1186037,476,Michael Folmer,Sen,SD-048,R,0
1186037,934,Gene Yaw,Sen,SD-023,R,0
1186037,372,Robert Mensch,Sen,SD-024,R,0
1186037,19038,Giovanni DiSanto,Sen,SD-015,R,0
1186037,466,Lisa Boscola,Sen,SD-018,D,0
1186037,467,Patrick Browne,Sen,SD-016,R,0
1186037,347,Thomas Killion,Sen,SD-009,R,0
1186037,503,Christine Tartaglione,Sen,SD-002,D,0
1186037,16956,Camera Bartolotta,Sen,SD-046,R,0
1186037,469,Jacob Corman,Sen,SD-034,R,0
1186037,11527,Ryan Aument,Sen,SD-036,R,0
1186037,465,Lisa Baker,Sen,SD-020,R,0
1186037,500,Joseph Scarnati,Sen,SD-025,R,0
1186037,20817,Lindsey Williams,Sen,SD-038,D,0
1186037,18795,Wayne Langerholc,Sen,SD-035,R,0
1186037,21357,Pam Iovino,Sen,SD-037,D,0
1186037,479,John Gordner,Sen,SD-027,R,0
1186037,11539,John Blake,Sen,SD-022,D,0
1186037,11213,James Brewster,Sen,SD-045,D,0
1186037,504,Robert Tomlinson,Sen,SD-006,R,0
1186037,511,Anthony Williams,Sen,SD-008,D,0
1186037,896,Richard Alloway,Sen,SD-033,R,0
1189024,16870,Kristin Phillips-Hill,Sen,SD-028,R,1
1189024,20815,Timothy Kearney,Sen,SD-026,D,0
1189024,18946,Scott Martin,Sen,SD-013,R,1
1189024,20563,Maria Collett,Sen,SD-012,D,1
1189024,11539,John Blake,Sen,SD-022,D,0
1189024,903,Kim Ward,Sen,SD-039,R,1
1189024,896,Richard Alloway,Sen,SD-033,R,0
1189024,17529,Judith Ward,Sen,SD-030,R,1
1189024,13010,Judy Schwank,Sen,SD-011,D,1
1189024,16957,Arthur Haywood,Sen,SD-004,D,1
1189024,14166,Michael Regan,Sen,SD-031,R,0
1189024,931,Steven Santarsiero,Sen,SD-010,D,0
1189024,898,Lawrence Farnese,Sen,SD-001,D,1
1189024,16956,Camera Bartolotta,Sen,SD-046,R,1
1189024,18516,Sharif Street,Sen,SD-003,D,0
1189024,347,Thomas Killion,Sen,SD-009,R,1
1189024,262,David Argall,Sen,SD-029,R,0
1189024,11213,James Brewster,Sen,SD-045,D,1
1189024,419,John Sabatina,Sen,SD-005,D,0
1189024,21357,Pam Iovino,Sen,SD-037,D,0
1189024,508,Donald White,Sen,SD-041,R,0
1189024,504,Robert Tomlinson,Sen,SD-006,R,0
1189024,18900,Daniel Laughlin,Sen,SD-049,R,0
1189024,277,Michele Brooks,Sen,SD-050,R,0
1189024,339,Scott Hutchinson,Sen,SD-021,R,0
1189024,511,Anthony Williams,Sen,SD-008,D,0
1189024,463,John Yudichak,Sen,SD-014,D,1
1189024,18795,Wayne Langerholc,Sen,SD-035,R,0
1189024,372,Robert Mensch,Sen,SD-024,R,0
1189024,469,Jacob Corman,Sen,SD-034,R,0
1189024,424,Mario Scavello,Sen,SD-040,R,1
1189024,20817,Lindsey Williams,Sen,SD-038,D,0
1189024,11527,Ryan Aument,Sen,SD-036,R,1
1189024,467,Patrick Browne,Sen,SD-016,R,1
1189024,16869,Patrick Stefano,Sen,SD-032,R,0
1189024,21371,Joe Pittman,Sen,SD-041,R,0
1189024,902,Elder Vogel,Sen,SD-047,R,1
1189024,470,Jay Costa,Sen,SD-043,D,1
1189024,353,Daylin Leach,Sen,SD-017,D,0
1189024,481,Vincent Hughes,Sen,SD-007,D,1
1189024,471,Andrew Dinniman,Sen,SD-019,D,1
1189024,465,Lisa Baker,Sen,SD-020,R,1
1189024,21535,Dave Arnold,Sen,SD-048,R,0
1189024,500,Joseph Scarnati,Sen,SD-025,R,0
1189024,466,Lisa Boscola,Sen,SD-018,D,0
1189024,476,Michael Folmer,Sen,SD-048,R,1
1189024,21372,Doug Mastriano,Sen,SD-033,R,0
1189024,934,Gene Yaw,Sen,SD-023,R,1
1189024,477,Wayne Fontana,Sen,SD-042,D,1
1189024,479,John Gordner,Sen,SD-027,R,0
1189024,20816,Katie Muth,Sen,SD-044,D,0
1189024,503,Christine Tartaglione,Sen,SD-002,D,0
1189024,19038,Giovanni DiSanto,Sen,SD-015,R,0
1189038,934,Gene Yaw,Sen,SD-023,R,0
1189038,21372,Doug Mastriano,Sen,SD-033,R,0
1189038,476,Michael Folmer,Sen,SD-048,R,1
1189038,16869,Patrick Stefano,Sen,SD-032,R,0
1189038,424,Mario Scavello,Sen,SD-040,R,1
1189038,21357,Pam Iovino,Sen,SD-037,D,0
1189038,18946,Scott Martin,Sen,SD-013,R,1
1189038,14166,Michael Regan,Sen,SD-031,R,1
1189038,20817,Lindsey Williams,Sen,SD-038,D,0
1189038,465,Lisa Baker,Sen,SD-020,R,1
1189038,20563,Maria Collett,Sen,SD-012,D,0
1189038,903,Kim Ward,Sen,SD-039,R,1
1189038,16956,Camera Bartolotta,Sen,SD-046,R,1
1189038,372,Robert Mensch,Sen,SD-024,R,1
1189038,511,Anthony Williams,Sen,SD-008,D,0
1189038,17529,Judith Ward,Sen,SD-030,R,1
1189038,19038,Giovanni DiSanto,Sen,SD-015,R,0
1189038,347,Thomas Killion,Sen,SD-009,R,1
1189038,419,John Sabatina,Sen,SD-005,D,1
1189038,21535,Dave Arnold,Sen,SD-048,R,0
1189038,479,John Gordner,Sen,SD-027,R,0
1189038,471,Andrew Dinniman,Sen,SD-019,D,1
1189038,20815,Timothy Kearney,Sen,SD-026,D,1
1189038,20816,Katie Muth,Sen,SD-044,D,0
1189038,481,Vincent Hughes,Sen,SD-007,D,1
1189038,21371,Joe Pittman,Sen,SD-041,R,0
1189038,339,Scott Hutchinson,Sen,SD-021,R,1
1189038,467,Patrick Browne,Sen,SD-016,R,1
1189038,18795,Wayne Langerholc,Sen,SD-035,R,1
1189038,277,Michele Brooks,Sen,SD-050,R,1
1189038,470,Jay Costa,Sen,SD-043,D,1
1189038,18900,Daniel Laughlin,Sen,SD-049,R,0
1189038,500,Joseph Scarnati,Sen,SD-025,R,0
1189038,477,Wayne Fontana,Sen,SD-042,D,1
1189038,11527,Ryan Aument,Sen,SD-036,R,1
1189038,11213,James Brewster,Sen,SD-045,D,1
1189038,18516,Sharif Street,Sen,SD-003,D,0
1189038,503,Christine Tartaglione,Sen,SD-002,D,1
1189038,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1189038,13010,Judy Schwank,Sen,SD-011,D,1
1189038,353,Daylin Leach,Sen,SD-017,D,0
1189038,463,John Yudichak,Sen,SD-014,D,1
1189038,262,David Argall,Sen,SD-029,R,0
1189038,931,Steven Santarsiero,Sen,SD-010,D,1
1189038,466,Lisa Boscola,Sen,SD-018,D,0
1189038,508,Donald White,Sen,SD-041,R,0
1189038,11539,John Blake,Sen,SD-022,D,0
1189038,16957,Arthur Haywood,Sen,SD-004,D,1
1189038,902,Elder Vogel,Sen,SD-047,R,1
1189038,504,Robert Tomlinson,Sen,SD-006,R,0
1189038,898,Lawrence Farnese,Sen,SD-001,D,1
1189038,896,Richard Alloway,Sen,SD-033,R,0
1189038,469,Jacob Corman,Sen,SD-034,R,0
1189049,18900,Daniel Laughlin,Sen,SD-049,R,0
1189049,500,Joseph Scarnati,Sen,SD-025,R,0
1189049,463,John Yudichak,Sen,SD-014,D,1
1189049,16869,Patrick Stefano,Sen,SD-032,R,0
1189049,476,Michael Folmer,Sen,SD-048,R,0
1189049,347,Thomas Killion,Sen,SD-009,R,0
1189049,469,Jacob Corman,Sen,SD-034,R,0
1189049,511,Anthony Williams,Sen,SD-008,D,0
1189049,898,Lawrence Farnese,Sen,SD-001,D,1
1189049,903,Kim Ward,Sen,SD-039,R,0
1189049,13010,Judy Schwank,Sen,SD-011,D,1
1189049,465,Lisa Baker,Sen,SD-020,R,1
1189049,339,Scott Hutchinson,Sen,SD-021,R,0
1189049,11213,James Brewster,Sen,SD-045,D,0
1189049,16870,Kristin Phillips-Hill,Sen,SD-028,R,1
1189049,470,Jay Costa,Sen,SD-043,D,1
1189049,896,Richard Alloway,Sen,SD-033,R,0
1189049,14166,Michael Regan,Sen,SD-031,R,0
1189049,902,Elder Vogel,Sen,SD-047,R,1
1189049,18946,Scott Martin,Sen,SD-013,R,1
1189049,18795,Wayne Langerholc,Sen,SD-035,R,0
1189049,503,Christine Tartaglione,Sen,SD-002,D,1
1189049,931,Steven Santarsiero,Sen,SD-010,D,1
1189049,934,Gene Yaw,Sen,SD-023,R,1
1189049,11527,Ryan Aument,Sen,SD-036,R,1
1189049,419,John Sabatina,Sen,SD-005,D,0
1189049,424,Mario Scavello,Sen,SD-040,R,1
1189049,20816,Katie Muth,Sen,SD-044,D,0
1189049,466,Lisa Boscola,Sen,SD-018,D,0
1189049,508,Donald White,Sen,SD-041,R,0
1189049,479,John Gordner,Sen,SD-027,R,0
1189049,353,Daylin Leach,Sen,SD-017,D,0
1189049,21372,Doug Mastriano,Sen,SD-033,R,0
1189049,16956,Camera Bartolotta,Sen,SD-046,R,1
1189049,17529,Judith Ward,Sen,SD-030,R,1
1189049,277,Michele Brooks,Sen,SD-050,R,0
1189049,467,Patrick Browne,Sen,SD-016,R,1
1189049,262,David Argall,Sen,SD-029,R,1
1189049,504,Robert Tomlinson,Sen,SD-006,R,0
1189049,18516,Sharif Street,Sen,SD-003,D,0
1189049,481,Vincent Hughes,Sen,SD-007,D,1
1189049,20563,Maria Collett,Sen,SD-012,D,0
1189049,21535,Dave Arnold,Sen,SD-048,R,0
1189049,21357,Pam Iovino,Sen,SD-037,D,0
1189049,372,Robert Mensch,Sen,SD-024,R,0
1189049,16957,Arthur Haywood,Sen,SD-004,D,1
1189049,477,Wayne Fontana,Sen,SD-042,D,1
1189049,11539,John Blake,Sen,SD-022,D,0
1189049,21371,Joe Pittman,Sen,SD-041,R,0
1189049,20815,Timothy Kearney,Sen,SD-026,D,0
1189049,471,Andrew Dinniman,Sen,SD-019,D,1
1189049,19038,Giovanni DiSanto,Sen,SD-015,R,0
1189049,20817,Lindsey Williams,Sen,SD-038,D,0
1189164,21372,Doug Mastriano,Sen,SD-033,R,0
1189164,424,Mario Scavello,Sen,SD-040,R,1
1189164,20563,Maria Collett,Sen,SD-012,D,0
1189164,11539,John Blake,Sen,SD-022,D,0
1189164,477,Wayne Fontana,Sen,SD-042,D,1
1189164,277,Michele Brooks,Sen,SD-050,R,0
1189164,902,Elder Vogel,Sen,SD-047,R,1
1189164,18946,Scott Martin,Sen,SD-013,R,0
1189164,14166,Michael Regan,Sen,SD-031,R,0
1189164,481,Vincent Hughes,Sen,SD-007,D,1
1189164,21371,Joe Pittman,Sen,SD-041,R,0
1189164,479,John Gordner,Sen,SD-027,R,0
1189164,20817,Lindsey Williams,Sen,SD-038,D,0
1189164,18516,Sharif Street,Sen,SD-003,D,0
1189164,470,Jay Costa,Sen,SD-043,D,1
1189164,463,John Yudichak,Sen,SD-014,D,0
1189164,11213,James Brewster,Sen,SD-045,D,0
1189164,21535,Dave Arnold,Sen,SD-048,R,0
1189164,20816,Katie Muth,Sen,SD-044,D,0
1189164,18795,Wayne Langerholc,Sen,SD-035,R,0
1189164,503,Christine Tartaglione,Sen,SD-002,D,1
1189164,896,Richard Alloway,Sen,SD-033,R,1
1189164,339,Scott Hutchinson,Sen,SD-021,R,0
1189164,17529,Judith Ward,Sen,SD-030,R,1
1189164,21357,Pam Iovino,Sen,SD-037,D,0
1189164,419,John Sabatina,Sen,SD-005,D,0
1189164,471,Andrew Dinniman,Sen,SD-019,D,1
1189164,504,Robert Tomlinson,Sen,SD-006,R,0
1189164,511,Anthony Williams,Sen,SD-008,D,0
1189164,372,Robert Mensch,Sen,SD-024,R,1
1189164,262,David Argall,Sen,SD-029,R,0
1189164,16869,Patrick Stefano,Sen,SD-032,R,0
1189164,18900,Daniel Laughlin,Sen,SD-049,R,0
1189164,476,Michael Folmer,Sen,SD-048,R,1
1189164,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1189164,934,Gene Yaw,Sen,SD-023,R,0
1189164,13010,Judy Schwank,Sen,SD-011,D,1
1189164,16956,Camera Bartolotta,Sen,SD-046,R,1
1189164,353,Daylin Leach,Sen,SD-017,D,0
1189164,466,Lisa Boscola,Sen,SD-018,D,0
1189164,16957,Arthur Haywood,Sen,SD-004,D,1
1189164,20815,Timothy Kearney,Sen,SD-026,D,0
1189164,467,Patrick Browne,Sen,SD-016,R,1
1189164,508,Donald White,Sen,SD-041,R,0
1189164,11527,Ryan Aument,Sen,SD-036,R,0
1189164,19038,Giovanni DiSanto,Sen,SD-015,R,0
1189164,898,Lawrence Farnese,Sen,SD-001,D,1
1189164,347,Thomas Killion,Sen,SD-009,R,1
1189164,931,Steven Santarsiero,Sen,SD-010,D,0
1189164,903,Kim Ward,Sen,SD-039,R,0
1189164,500,Joseph Scarnati,Sen,SD-025,R,0
1189164,469,Jacob Corman,Sen,SD-034,R,0
1189164,465,Lisa Baker,Sen,SD-020,R,1
1189184,419,John Sabatina,Sen,SD-005,D,0
1189184,479,John Gordner,Sen,SD-027,R,0
1189184,934,Gene Yaw,Sen,SD-023,R,0
1189184,903,Kim Ward,Sen,SD-039,R,0
1189184,508,Donald White,Sen,SD-041,R,0
1189184,898,Lawrence Farnese,Sen,SD-001,D,1
1189184,11539,John Blake,Sen,SD-022,D,0
1189184,466,Lisa Boscola,Sen,SD-018,D,0
1189184,21371,Joe Pittman,Sen,SD-041,R,0
1189184,21372,Doug Mastriano,Sen,SD-033,R,0
1189184,503,Christine Tartaglione,Sen,SD-002,D,1
1189184,424,Mario Scavello,Sen,SD-040,R,0
1189184,504,Robert Tomlinson,Sen,SD-006,R,0
1189184,16869,Patrick Stefano,Sen,SD-032,R,0
1189184,896,Richard Alloway,Sen,SD-033,R,0
1189184,463,John Yudichak,Sen,SD-014,D,0
1189184,16957,Arthur Haywood,Sen,SD-004,D,1
1189184,347,Thomas Killion,Sen,SD-009,R,0
1189184,16870,Kristin Phillips-Hill,Sen,SD-028,R,0
1189184,20816,Katie Muth,Sen,SD-044,D,0
1189184,11527,Ryan Aument,Sen,SD-036,R,0
1189184,470,Jay Costa,Sen,SD-043,D,1
1189184,18516,Sharif Street,Sen,SD-003,D,0
1189184,465,Lisa Baker,Sen,SD-020,R,0
1189184,20815,Timothy Kearney,Sen,SD-026,D,0
1189184,13010,Judy Schwank,Sen,SD-011,D,1
1189184,14166,Michael Regan,Sen,SD-031,R,0
1189184,372,Robert Mensch,Sen,SD-024,R,0
1189184,19038,Giovanni DiSanto,Sen,SD-015,R,0
1189184,20563,Maria Collett,Sen,SD-012,D,1
1189184,467,Patrick Browne,Sen,SD-016,R,1
1189184,931,Steven Santarsiero,Sen,SD-010,D,1
1189184,11213,James Brewster,Sen,SD-045,D,0
1189184,21357,Pam Iovino,Sen,SD-037,D,0
1189184,20817,Lindsey Williams,Sen,SD-038,D,0
1189184,339,Scott Hutchinson,Sen,SD-021,R,0
1189184,18946,Scott Martin,Sen,SD-013,R,1
1189184,18795,Wayne Langerholc,Sen,SD-035,R,0
1189184,17529,Judith Ward,Sen,SD-030,R,0
1189184,469,Jacob Corman,Sen,SD-034,R,0
1189184,476,Michael Folmer,Sen,SD-048,R,0
1189184,481,Vincent Hughes,Sen,SD-007,D,1
1189184,500,Joseph Scarnati,Sen,SD-025,R,0
1189184,262,David Argall,Sen,SD-029,R,0
1189184,902,Elder Vogel,Sen,SD-047,R,0
1189184,471,Andrew Dinniman,Sen,SD-019,D,0
1189184,353,Daylin Leach,Sen,SD-017,D,0
1189184,477,Wayne Fontana,Sen,SD-042,D,1
1189184,21535,Dave Arnold,Sen,SD-048,R,0
